experiment,sample_id,sample_path,prediction_path,mse,mae,correlation,iou,dice,true_occupied_cells,predicted_occupied_cells,volume_ratio,true_mass_proxy,predicted_mass_proxy,mass_ratio,true_body_mean_density,predicted_mean_density_in_true_body,peak_predicted_density,body_mse,background_mse,depth_profile_mse,z_center_error_m,absolute_z_center_error_m,true_top_depth_m,true_bottom_depth_m,true_thickness_m,true_width_x_m,true_width_y_m,true_center_x_m,true_center_y_m,gravity_mse,gravity_rmse,gravity_mae,gravity_relative_l2,gravity_correlation,gravity_max_abs_residual,gravity_mean_residual,gravity_residual_std,manifest_top_depth_m,manifest_thickness_m,predicted_top_depth_m,top_depth_error_m,absolute_top_depth_error_m,predicted_bottom_depth_m,bottom_depth_error_m,absolute_bottom_depth_error_m,predicted_thickness_m,thickness_error_m,absolute_thickness_error_m,predicted_width_x_m,width_x_error_m,absolute_width_x_error_m,predicted_width_y_m,width_y_error_m,absolute_width_y_error_m,predicted_center_x_m,predicted_center_y_m,lateral_center_error_m,true_body_volume_cells,true_body_volume_m3,true_mean_body_density,predicted_mean_body_density,density_error,absolute_density_error,relative_density_error,body_size_group,center_depth_error_m
E09B,sample_001800,samples/sample_001800.npz,sample_001800_prediction.npz,0.0002453800989314914,0.0014796106843277812,0.9040370210529636,0.5829596412556054,0.7365439093484419,390,669,1.7153846153846153,191.56806975603104,314.77348224327153,1.6431416918495192,0.49120017886161804,0.5225653188732954,0.7119662165641785,0.01085233054698126,0.00020313170152897283,0.0006622633901613052,0.6316324608020167,0.6316324608020167,20.0,70.0,50.0,60.0,130.0,210.0,405.0,0.00029957980531576667,0.017308373849549433,0.006970589047270923,0.46370968474105057,0.9926318733500866,0.11262495335981909,0.006970589047270923,0.015842685809225446,20.0,50.0,20.0,0.0,0.0,80.0,10.0,10.0,60.0,10.0,10.0,320.0,260.0,260.0,250.0,120.0,120.0,280.0,355.0,86.02325267042627,390,390000.0,0.49120017886161804,0.5225653188732954,0.03136514001167734,0.03136514001167734,0.0638540891503087,medium,0.6316324608020167
E09B,sample_002073,samples/sample_002073.npz,sample_002073_prediction.npz,0.0003081130562350154,0.0018650097772479057,0.7360781341932516,0.37893700787401574,0.5496074232690935,385,1016,2.638961038961039,95.07418975234032,273.66356201728115,2.878421185919649,0.24694594740867615,0.30032299865375867,0.4223421514034271,0.005901164217488571,0.0002861221693159698,0.0021194750094068837,2.987261548847016,2.987261548847016,80.0,130.0,50.0,70.0,110.0,395.0,165.0,0.00026457909055452544,0.01626588732761067,0.008368246718720156,1.8039235321510245,0.9980587981560268,0.08618178664610993,0.008368246718720156,0.013948173264236245,80.0,50.0,60.0,-20.0,20.0,160.0,30.0,30.0,100.0,50.0,50.0,110.0,40.0,40.0,160.0,50.0,50.0,395.0,160.0,5.0,385,385000.0,0.24694594740867615,0.30032299865375867,0.05337705124508252,0.05337705124508252,0.21614872325378837,medium,2.987261548847016
E09B,sample_000911,samples/sample_000911.npz,sample_000911_prediction.npz,0.0003724483831319958,0.001964229391887784,0.9016341514389549,0.5960698689956332,0.746922024623803,546,916,1.6776556776556777,161.15512830018997,348.8852203674642,2.1649029977971415,0.29515591263771057,0.443604612334089,0.5751436948776245,0.031349570324134726,0.0001994343387896698,0.0007398575733878321,-0.800177435672282,0.800177435672282,30.0,90.0,60.0,70.0,130.0,465.0,325.0,0.0008100727563642294,0.028461777111842987,0.010277518410877401,1.1383010051780216,0.9971824372304993,0.20669018318801752,0.010277518410877401,0.02654138978422768,30.0,60.0,20.0,-10.0,10.0,100.0,10.0,10.0,80.0,20.0,20.0,90.0,20.0,20.0,160.0,30.0,30.0,465.0,320.0,5.0,546,546000.0,0.29515591263771057,0.443604612334089,0.14844869969637842,0.14844869969637842,0.5029501132799326,medium,-0.800177435672282
E09B,sample_000923,samples/sample_000923.npz,sample_000923_prediction.npz,0.0003668197605293244,0.002157967770472169,0.5976433270287762,0.2054794520547945,0.3409090909090909,195,949,4.866666666666666,79.86865639686584,254.28829738503674,3.183830915114973,0.40958285331726074,0.3128719749358984,0.392566442489624,0.011121482211107661,0.0003454439405975644,0.005461494531684992,0.9571096740177438,0.9571096740177438,80.0,110.0,30.0,50.0,130.0,295.0,465.0,0.0002842246196160924,0.01685896259015045,0.008586103585823287,2.0540160951082043,0.9956419548472889,0.08405198414273635,0.008586103585823287,0.014508736844729277,80.0,30.0,60.0,-20.0,20.0,140.0,30.0,30.0,80.0,50.0,50.0,90.0,40.0,40.0,210.0,80.0,80.0,295.0,455.0,10.0,195,195000.0,0.40958285331726074,0.3128719749358984,-0.09671087838136233,0.09671087838136233,0.23612042740092587,medium,0.9571096740177438
E09B,sample_000595,samples/sample_000595.npz,sample_000595_prediction.npz,0.0016212877817451954,0.004404184874147177,0.8411126258595502,0.42744063324538256,0.5988909426987061,648,1516,2.3395061728395063,405.7768020629883,836.2645451606702,2.060897865301964,0.6261987686157227,0.7498151102551708,0.8839761018753052,0.021001996744787737,0.0014926863597291718,0.0013606035273103542,-1.150032984584783,1.150032984584783,40.0,100.0,60.0,120.0,90.0,190.0,245.0,0.003713967353687573,0.06094232809540158,0.023004623884763608,1.1108248463341583,0.9992615662743751,0.42962123206451885,0.023004623884763608,0.05643363034227142,40.0,60.0,20.0,-20.0,20.0,130.0,30.0,30.0,110.0,50.0,50.0,150.0,30.0,30.0,120.0,30.0,30.0,185.0,240.0,7.0710678118654755,648,648000.0,0.6261987686157227,0.7498151102551708,0.12361634163944812,0.12361634163944812,0.19740751313311405,large,-1.150032984584783
E09B,sample_001302,samples/sample_001302.npz,sample_001302_prediction.npz,0.0018635410815477371,0.004769380670040846,0.823852711864999,0.3914780292942743,0.5626794258373206,588,1502,2.554421768707483,388.9803864955902,856.6676211350637,2.2023414312813316,0.6615312695503235,0.7917164122166277,0.8585890531539917,0.01904335205274514,0.0017601625844231696,0.0014195768271409042,0.4906523391288289,0.4906523391288289,60.0,120.0,60.0,70.0,140.0,525.0,280.0,0.002724816556449509,0.052199775444435666,0.022770316792915756,1.2456024690247036,0.9983213462474096,0.34579474659893905,0.022770316792915756,0.04697157895578738,60.0,60.0,20.0,-40.0,40.0,150.0,30.0,30.0,130.0,70.0,70.0,90.0,20.0,20.0,180.0,40.0,40.0,525.0,270.0,10.0,588,588000.0,0.6615312695503235,0.7917164122166277,0.1301851426663042,0.1301851426663042,0.19679363419177098,medium,0.4906523391288289
E09B,sample_001319,samples/sample_001319.npz,sample_001319_prediction.npz,0.00026809063274413347,0.00196581962518394,0.7751107555661404,0.22692889561270801,0.36991368680641185,150,661,4.406666666666666,78.23321521282196,262.73122830417526,3.358307946176743,0.5215547680854797,0.5129497047265371,0.6824151873588562,0.0037483897134144564,0.0002627720069306719,0.0015118284368858684,1.698839711889967,1.698839711889967,20.0,50.0,30.0,50.0,100.0,295.0,360.0,0.00044566233024284467,0.021110716004978245,0.010712745875714467,1.0987871654449275,0.9146364544724214,0.0999536221971774,0.010712745875714467,0.018190640616679975,20.0,30.0,20.0,0.0,0.0,70.0,20.0,20.0,50.0,20.0,20.0,460.0,410.0,410.0,280.0,180.0,180.0,310.0,290.0,71.58910531638176,150,150000.0,0.5215547680854797,0.5129497047265371,-0.008605063358942622,0.008605063358942622,0.016498868163989832,small,1.698839711889967
E09B,sample_002162,samples/sample_002162.npz,sample_002162_prediction.npz,0.0004461506905499846,0.002067846478894353,0.886956384000695,0.6313416009019166,0.774015203870076,560,887,1.5839285714285714,161.06433391571045,355.0623214750355,2.2044751487989247,0.2876148819923401,0.445389069058001,0.6412348747253418,0.04036920515202996,0.00021742149174630438,0.0006750165682346919,-4.2537155641140245,4.2537155641140245,30.0,100.0,70.0,100.0,80.0,170.0,140.0,0.0009143672133515841,0.030238505474834303,0.010404216892772431,1.2445888269820644,0.9986871968856159,0.22952257536793735,0.010404216892772431,0.02839224338089072,30.0,70.0,20.0,-10.0,10.0,110.0,10.0,10.0,90.0,20.0,20.0,120.0,20.0,20.0,110.0,30.0,30.0,170.0,135.0,5.0,560,560000.0,0.2876148819923401,0.445389069058001,0.15777418706566093,0.15777418706566093,0.5485605820280984,medium,-4.2537155641140245
E09B,sample_001201,samples/sample_001201.npz,sample_001201_prediction.npz,0.00032023512176238,0.001515595125965774,0.5949188439601042,0.15328467153284672,0.26582278481012656,84,548,6.523809523809524,47.15975260734558,176.58785578126864,3.744461029122604,0.5614256262779236,0.44499129376241137,0.5076714754104614,0.015656707256128444,0.0003071190367631773,0.01017282061104549,4.478662349829847,4.478662349829847,70.0,90.0,20.0,60.0,70.0,270.0,175.0,0.00022226743353057895,0.014908636206259073,0.006572143556350201,2.5414729313062825,0.9980264759582802,0.09930288784680263,0.006572143556350201,0.013381866932730406,70.0,20.0,50.0,-20.0,20.0,130.0,40.0,40.0,80.0,60.0,60.0,110.0,50.0,50.0,110.0,40.0,40.0,275.0,175.0,5.0,84,84000.0,0.5614256262779236,0.44499129376241137,-0.11643433251551222,0.11643433251551222,0.20739048427025936,small,4.478662349829847
E09B,sample_000860,samples/sample_000860.npz,sample_000860_prediction.npz,0.0006424870807677507,0.003485240740701556,0.8606036137650849,0.4730617608409987,0.6422836752899197,720,1522,2.113888888888889,286.3914728164673,616.5496249546062,2.1528211677926574,0.3977659344673157,0.4815055129842626,0.6655558943748474,0.013028408262923927,0.0005511005294304284,0.0022553646202868576,7.276167235377649,7.276167235377649,20.0,50.0,30.0,160.0,150.0,230.0,285.0,0.0016031968539049787,0.04003994073303529,0.01866185069809157,0.7771132511305056,0.9885960855412073,0.21146363720483885,0.01866185069809157,0.03542502198202731,20.0,30.0,20.0,0.0,0.0,100.0,50.0,50.0,80.0,50.0,50.0,380.0,220.0,220.0,340.0,190.0,190.0,340.0,260.0,112.80514172678478,720,720000.0,0.3977659344673157,0.4815055129842626,0.08373957851694691,0.08373957851694691,0.21052476157640335,large,7.276167235377649
E09B,sample_001867,samples/sample_001867.npz,sample_001867_prediction.npz,0.0002897487720474601,0.0018634946318343282,0.7413794014653194,0.2988505747126437,0.46017699115044247,234,783,3.3461538461538463,69.58212214708328,251.42741657038576,3.6133910379869754,0.29735949635505676,0.375785753576674,0.47540712356567383,0.009463944467119264,0.00026785867896761265,0.0040464421588382316,0.8871972790072391,0.8871972790072391,60.0,90.0,30.0,60.0,130.0,330.0,315.0,0.00047862270424536813,0.021877447388700726,0.00965291067128354,2.4896930535119393,0.9954913447984752,0.13698734998247436,0.00965291067128354,0.019632728282579285,60.0,30.0,40.0,-20.0,20.0,110.0,20.0,20.0,70.0,40.0,40.0,100.0,40.0,40.0,180.0,50.0,50.0,340.0,310.0,11.180339887498949,234,234000.0,0.29735949635505676,0.375785753576674,0.07842625722161722,0.07842625722161722,0.2637422318202132,medium,0.8871972790072391
E09B,sample_000363,samples/sample_000363.npz,sample_000363_prediction.npz,0.00035266915801912546,0.0017404305981472135,0.3915584743965956,0.06578947368421052,0.12345679012345678,40,608,15.2,32.65535354614258,165.6807850558908,5.073617862436583,0.8163838386535645,0.3405605599284172,0.3690861165523529,0.22692401689863062,0.0002604395195466158,0.01016434639447069,1.0143311476978312,1.0143311476978312,80.0,100.0,20.0,40.0,50.0,260.0,325.0,0.0001980023430050185,0.014071330534282054,0.006789910793707866,3.8082722932780677,0.9830299376981686,0.08160541636898169,0.006789910793707866,0.012324749669608219,80.0,20.0,60.0,-20.0,20.0,130.0,30.0,30.0,70.0,50.0,50.0,130.0,90.0,90.0,140.0,90.0,90.0,285.0,320.0,25.495097567963924,40,40000.0,0.8163838386535645,0.3405605599284172,-0.47582327872514724,0.47582327872514724,0.5828425995177798,small,1.0143311476978312
E09B,sample_000263,samples/sample_000263.npz,sample_000263_prediction.npz,0.00020267961372155696,0.0013738502748310566,0.7795700758075947,0.3713163064833006,0.5415472779369628,189,509,2.693121693121693,76.96506553888321,205.2774841920442,2.6671514245425647,0.40722256898880005,0.40409200539979984,0.4931837022304535,0.0019171537658738897,0.0001993769977246066,0.0036423553346947835,1.9323383985998603,1.9323383985998603,30.0,60.0,30.0,70.0,90.0,225.0,195.0,0.0003510287182623231,0.018735760413239787,0.007215290516497425,1.2162325097993638,0.9838466210650919,0.14013301216392776,0.007215290516497425,0.017290699841963176,30.0,30.0,20.0,-10.0,10.0,80.0,20.0,20.0,60.0,30.0,30.0,90.0,20.0,20.0,130.0,40.0,40.0,225.0,195.0,0.0,189,189000.0,0.40722256898880005,0.40409200539979984,-0.0031305635890002126,0.0031305635890002126,0.007687598447143811,small,1.9323383985998603
E09B,sample_000442,samples/sample_000442.npz,sample_000442_prediction.npz,0.0006143859936855733,0.0021847449243068695,0.6072825914064836,0.18181818181818182,0.3076923076923077,104,572,5.5,94.6843991279602,220.33739403118244,2.3270717885996177,0.910426914691925,0.4819838490623694,0.5520834922790527,0.1841478535610786,0.0004200124877155032,0.009161280713665544,5.664472646103704,5.664472646103704,30.0,50.0,20.0,130.0,40.0,385.0,210.0,0.0003257051480720168,0.018047303069212775,0.0070291648426752595,0.9056241863377018,0.9859814205071827,0.12380907570065697,0.0070291648426752595,0.016622153581486214,30.0,20.0,20.0,-10.0,10.0,80.0,30.0,30.0,60.0,40.0,40.0,170.0,40.0,40.0,70.0,30.0,30.0,385.0,205.0,5.0,104,104000.0,0.910426914691925,0.4819838490623694,-0.42844306562955564,0.42844306562955564,0.4705957817322815,small,5.664472646103704
E09B,sample_001230,samples/sample_001230.npz,sample_001230_prediction.npz,0.0004658467078115791,0.0025526683311909437,0.9069091868524484,0.5709651257096513,0.7268972638100155,704,1233,1.7514204545454546,288.421838760376,536.9266405643252,1.861601891424074,0.40969011187553406,0.508041119583967,0.6429468393325806,0.01340273540943131,0.00037253141147321195,0.0013729995856308222,6.4636084059629155,6.4636084059629155,20.0,60.0,40.0,110.0,160.0,475.0,420.0,0.001100579082907238,0.03317497675820193,0.013667928284545381,0.6331541758574136,0.9953496401949712,0.18231675038906403,0.013667928284545381,0.030228576203912783,20.0,40.0,20.0,0.0,0.0,90.0,30.0,30.0,70.0,30.0,30.0,180.0,70.0,70.0,180.0,20.0,20.0,450.0,420.0,25.0,704,704000.0,0.40969011187553406,0.508041119583967,0.09835100770843297,0.09835100770843297,0.24006195135681602,large,6.4636084059629155
E09B,sample_001272,samples/sample_001272.npz,sample_001272_prediction.npz,0.0029560525435954332,0.006578449159860611,0.698393015953968,0.2624384909786769,0.4157644001732352,480,1829,3.810416666666667,406.4982604980469,967.1842083010506,2.3793071269629644,0.8468713760375977,0.757286087051034,0.8075408339500427,0.008731931474196878,0.002927711687626077,0.002661228259803442,1.823283418066481,1.823283418066481,80.0,130.0,50.0,60.0,160.0,320.0,200.0,0.0026149784402314446,0.051136859898036804,0.026891189785862777,1.3610578932072905,0.9994589449424688,0.2632127711801574,0.026891189785862777,0.043495314139941024,80.0,50.0,50.0,-30.0,30.0,160.0,30.0,30.0,110.0,60.0,60.0,100.0,40.0,40.0,220.0,60.0,60.0,320.0,200.0,0.0,480,480000.0,0.8468713760375977,0.757286087051034,-0.0895852889865637,0.0895852889865637,0.10578381974098801,medium,1.823283418066481
E09B,sample_001600,samples/sample_001600.npz,sample_001600_prediction.npz,0.0017894540214911103,0.004886452108621597,0.8473701818343363,0.4524236983842011,0.622991347342398,756,1671,2.2103174603174605,485.2165160179138,963.7840226704785,1.986296819778691,0.6418207883834839,0.7525466968300482,0.8664035797119141,0.015630232051987457,0.0016821874651101304,0.0009349055334180841,-3.1781129877367107,3.1781129877367107,80.0,150.0,70.0,120.0,90.0,380.0,275.0,0.0020135445096357433,0.04487253625142826,0.0232630943620729,1.0637237521747374,0.9995097182053728,0.24816294241857229,0.0232630943620729,0.038371512223745304,80.0,70.0,50.0,-30.0,30.0,240.0,90.0,90.0,190.0,120.0,120.0,150.0,30.0,30.0,130.0,40.0,40.0,375.0,275.0,5.0,756,756000.0,0.6418207883834839,0.7525466968300482,0.11072590844656427,0.11072590844656427,0.1725184201737109,large,-3.1781129877367107
E09B,sample_000593,samples/sample_000593.npz,sample_000593_prediction.npz,0.0022017022129148245,0.0059568267315626144,0.880178020317042,0.5081615120274914,0.6738820848761037,1183,2328,1.9678782755705833,860.1984516978264,1428.0953366051413,1.6601928703619753,0.7271330952644348,0.7897869536459496,0.8679336309432983,0.007404873080792066,0.002138324163730104,0.0008991762892388201,-1.5540112869801277,1.5540112869801277,70.0,140.0,70.0,130.0,130.0,225.0,205.0,0.0032350952767484435,0.05687789796351869,0.027624235367072942,0.7182331861535248,0.9992436596143839,0.31881003453585066,0.027624235367072942,0.04971918037471053,70.0,70.0,30.0,-40.0,40.0,240.0,100.0,100.0,210.0,140.0,140.0,160.0,30.0,30.0,160.0,30.0,30.0,220.0,200.0,7.0710678118654755,1183,1183000.0,0.7271330952644348,0.7897869536459496,0.06265385838151483,0.06265385838151483,0.08616559855349404,large,-1.5540112869801277
E09B,sample_000367,samples/sample_000367.npz,sample_000367_prediction.npz,0.00010215636575594544,0.0009058446157723665,0.5409706129832283,0.21476510067114093,0.35359116022099446,64,298,4.65625,18.23250961303711,103.11053857238275,5.655312447972265,0.28488296270370483,0.25400346890091896,0.3100844621658325,0.0018273017540082204,0.00010103249311860674,0.013019233111288187,8.29802591716718,8.29802591716718,40.0,60.0,20.0,40.0,80.0,310.0,490.0,0.00014884323620474216,0.012200132630620954,0.004605991626681475,3.4989030759557678,0.9744858312404401,0.09768311833356794,0.004605991626681475,0.011297259727017091,40.0,20.0,20.0,-20.0,20.0,90.0,30.0,30.0,70.0,50.0,50.0,70.0,30.0,30.0,110.0,30.0,30.0,315.0,485.0,7.0710678118654755,64,64000.0,0.28488296270370483,0.25400346890091896,-0.030879493802785873,0.030879493802785873,0.1083936136781278,small,8.29802591716718
E09B,sample_000985,samples/sample_000985.npz,sample_000985_prediction.npz,0.002048387425020337,0.0055518001317977905,0.8928922936386596,0.5519713261648745,0.7113163972286374,1078,1953,1.8116883116883118,707.4556195735931,1248.48885298259,1.7647592561849965,0.6562668085098267,0.807691865097835,0.9442452788352966,0.02948887677511705,0.0017441391900609466,0.0008364957463801627,2.875567259276039,2.875567259276039,30.0,100.0,70.0,110.0,140.0,475.0,280.0,0.004951089363685095,0.07036397774205985,0.02851050102108071,0.7156423127972928,0.9989325990006938,0.42805884243944137,0.02851050102108071,0.06432915898107211,30.0,70.0,20.0,-10.0,10.0,130.0,30.0,30.0,110.0,40.0,40.0,130.0,20.0,20.0,170.0,30.0,30.0,475.0,275.0,5.0,1078,1078000.0,0.6562668085098267,0.807691865097835,0.1514250565880083,0.1514250565880083,0.23073703351209623,large,2.875567259276039
E09B,sample_000252,samples/sample_000252.npz,sample_000252_prediction.npz,0.00018399507098365575,0.0013907329412177205,0.5749728492833968,0.26548672566371684,0.4195804195804196,120,452,3.7666666666666666,49.82417106628418,145.83451204847532,2.9269832076977784,0.41520142555236816,0.24560030239323774,0.3315248489379883,0.030397559380225474,0.00014706820517581363,0.012718012394012585,6.947929862282045,6.947929862282045,40.0,60.0,20.0,150.0,40.0,285.0,330.0,0.00015180972913453775,0.012321109087031806,0.005293815570115051,1.433700353086356,0.9759177279204174,0.07322899131343891,0.005293815570115051,0.01112588180074484,40.0,20.0,20.0,-20.0,20.0,90.0,30.0,30.0,70.0,50.0,50.0,200.0,50.0,50.0,60.0,20.0,20.0,300.0,330.0,15.0,120,120000.0,0.41520142555236816,0.24560030239323774,-0.16960112315913042,0.16960112315913042,0.4084791446308248,small,6.947929862282045
E09B,sample_000452,samples/sample_000452.npz,sample_000452_prediction.npz,0.001774685806594789,0.005200210493057966,0.7622441945113814,0.29461756373937675,0.4551422319474836,520,1765,3.394230769230769,301.9148325920105,810.715892463734,2.685246980095498,0.5806054472923279,0.6751258414525252,0.78110271692276,0.012268529277299291,0.0017188811602249332,0.0031689462975812654,-1.5975716729783613,1.5975716729783613,50.0,90.0,40.0,130.0,100.0,245.0,400.0,0.004669441128508273,0.06833330907038143,0.02744727360681745,1.7346367045218536,0.9995390090267624,0.4450369609747119,0.02744727360681745,0.0625786569052163,50.0,40.0,20.0,-30.0,30.0,120.0,30.0,30.0,100.0,60.0,60.0,170.0,40.0,40.0,130.0,30.0,30.0,245.0,395.0,5.0,520,520000.0,0.5806054472923279,0.6751258414525252,0.09452039416019731,0.09452039416019731,0.16279625794245678,medium,-1.5975716729783613
E09B,sample_001622,samples/sample_001622.npz,sample_001622_prediction.npz,0.0010825536446645856,0.0037623888347297907,0.920475432647137,0.6929761042722665,0.8186484174508126,960,1378,1.4354166666666666,321.500244140625,669.4679277019899,2.082324787937526,0.3348960876464844,0.5665334662034487,0.8245270848274231,0.0803297090195266,0.00030102356598906836,0.0005736405597433824,-4.5287370969631695,4.5287370969631695,30.0,110.0,80.0,80.0,150.0,170.0,295.0,0.0026184679071961023,0.051170967424860186,0.018900188967029472,1.178343918019721,0.9988982476649794,0.37273813448372906,0.018900188967029472,0.04755261048782369,30.0,80.0,20.0,-10.0,10.0,120.0,10.0,10.0,100.0,20.0,20.0,100.0,20.0,20.0,180.0,30.0,30.0,170.0,290.0,5.0,960,960000.0,0.3348960876464844,0.5665334662034487,0.2316373785569643,0.2316373785569643,0.6916694076207909,large,-4.5287370969631695
E09B,sample_001585,samples/sample_001585.npz,sample_001585_prediction.npz,0.0004634094366338104,0.0015459422720596194,0.6932262589050464,0.25,0.4,108,432,4.0,87.97479701042175,190.2778883805984,2.162868171870377,0.8145814538002014,0.5846313961126186,0.6677092909812927,0.054499418944785445,0.000403978405547848,0.0044805506607517205,4.339330572022533,4.339330572022533,30.0,60.0,30.0,60.0,60.0,420.0,460.0,0.00030118199897794906,0.017354595903620144,0.005669819048036225,0.92696253408837,0.991045559963633,0.1502382438341774,0.005669819048036225,0.016402291027185035,30.0,30.0,20.0,-10.0,10.0,90.0,30.0,30.0,70.0,40.0,40.0,90.0,30.0,30.0,100.0,40.0,40.0,425.0,450.0,11.180339887498949,108,108000.0,0.8145814538002014,0.5846313961126186,-0.2299500576875828,0.2299500576875828,0.28229228226939773,small,4.339330572022533
E09B,sample_000222,samples/sample_000222.npz,sample_000222_prediction.npz,0.0037008554209023714,0.007573965471237898,0.7825659847542039,0.3634861627426683,0.5331717661314753,880,2421,2.7511363636363635,741.6331243515015,1428.467154893993,1.9261102396728471,0.8427649140357971,0.8124231484803286,0.87258380651474,0.002244600636789111,0.0037140093108132834,0.002754189455154632,1.1200509890023227,1.1200509890023227,60.0,110.0,50.0,160.0,110.0,470.0,245.0,0.006119390052480557,0.07822653036202333,0.03446141933900039,0.9758639373510211,0.997986132949599,0.48322800116909626,0.03446141933900039,0.07022678000323045,60.0,50.0,20.0,-40.0,40.0,150.0,40.0,40.0,130.0,80.0,80.0,180.0,20.0,20.0,140.0,30.0,30.0,470.0,240.0,5.0,880,880000.0,0.8427649140357971,0.8124231484803286,-0.030341765555468525,0.030341765555468525,0.036002644450596734,large,1.1200509890023227
E09B,sample_001459,samples/sample_001459.npz,sample_001459_prediction.npz,0.0005650162347592413,0.0021329575683921576,0.5739445168589244,0.14469453376205788,0.25280898876404495,90,622,6.911111111111111,68.3198869228363,236.05638141181535,3.455163526228147,0.7591098546981812,0.5261001090208689,0.5788097381591797,0.05489575417742554,0.0005152293615235686,0.011817294464657936,0.8921854535305087,0.8921854535305087,50.0,70.0,20.0,50.0,90.0,295.0,495.0,0.0006457367869830932,0.025411351537907093,0.009056044783632748,2.3273720355245837,0.9978640799138815,0.21504144517730817,0.009056044783632748,0.023742890301307704,50.0,20.0,20.0,-30.0,30.0,100.0,30.0,30.0,80.0,60.0,60.0,90.0,40.0,40.0,120.0,30.0,30.0,305.0,490.0,11.180339887498949,90,90000.0,0.7591098546981812,0.5261001090208689,-0.23300974567731225,0.23300974567731225,0.306951285423578,small,0.8921854535305087
E09B,sample_001967,samples/sample_001967.npz,sample_001967_prediction.npz,0.00015903102757874876,0.0012721957173198462,0.624613463958209,0.19726027397260273,0.3295194508009153,72,365,5.069444444444445,34.3732488155365,142.58021921789177,4.147999509241802,0.47740623354911804,0.3603579339881738,0.41742628812789917,0.014306765081090696,0.00014866132015403964,0.0032332202411480496,6.071119352009788,6.071119352009788,20.0,40.0,20.0,90.0,40.0,195.0,120.0,0.00017024141324906828,0.013047659301540192,0.006137561548169112,1.3434897159030907,0.8996258056268686,0.07588988275078598,0.006137561548169112,0.011513980697026733,20.0,20.0,20.0,0.0,0.0,60.0,20.0,20.0,40.0,20.0,20.0,370.0,280.0,280.0,220.0,180.0,180.0,185.0,110.0,14.142135623730951,72,72000.0,0.47740623354911804,0.3603579339881738,-0.11704829956094426,0.11704829956094426,0.24517547391618152,small,6.071119352009788
E09B,sample_001694,samples/sample_001694.npz,sample_001694_prediction.npz,0.0009666469995863736,0.0029431164730340242,0.7772189028626173,0.29439252336448596,0.4548736462093863,315,1070,3.3968253968253967,200.4263225197792,483.76690869111434,2.4136894925234857,0.6362740397453308,0.6776567387202429,0.7708003520965576,0.005067751058666038,0.0009534634656980271,0.0017125882284980485,-2.2643697125856477,2.2643697125856477,50.0,100.0,50.0,90.0,70.0,305.0,215.0,0.0015172784066669464,0.03895225804323732,0.015114278429468934,1.4743709772410114,0.9982244183709602,0.29773523121653805,0.015114278429468934,0.03590037596214608,50.0,50.0,20.0,-30.0,30.0,130.0,30.0,30.0,110.0,60.0,60.0,130.0,40.0,40.0,110.0,40.0,40.0,305.0,205.0,10.0,315,315000.0,0.6362740397453308,0.6776567387202429,0.04138269897491209,0.04138269897491209,0.06503911269344817,medium,-2.2643697125856477
E09B,sample_001125,samples/sample_001125.npz,sample_001125_prediction.npz,0.0009063169709406793,0.002710936591029167,0.5635172965429678,0.12151898734177215,0.21670428893905191,96,790,8.229166666666666,81.36629676818848,308.50461909831955,3.791552907676814,0.8475655913352966,0.6425781147554517,0.717488706111908,0.04492381464998841,0.0008632891609432627,0.011631308300624747,2.457490903332058,2.457490903332058,60.0,80.0,20.0,80.0,60.0,450.0,180.0,0.000968731496064213,0.031124451739174667,0.011831285474663226,2.738664473968959,0.9995353747194714,0.25078120959384487,0.011831285474663226,0.028788056205329947,60.0,20.0,20.0,-40.0,40.0,120.0,40.0,40.0,100.0,80.0,80.0,130.0,50.0,50.0,100.0,40.0,40.0,455.0,180.0,5.0,96,96000.0,0.8475655913352966,0.6425781147554517,-0.20498747657984495,0.20498747657984495,0.24185441065026905,small,2.457490903332058
E09B,sample_001461,samples/sample_001461.npz,sample_001461_prediction.npz,0.0007033311412669718,0.00231515453197062,0.8410398765427334,0.40302267002518893,0.5745062836624776,320,794,2.48125,154.81274604797363,379.7158180810313,2.452742605336671,0.4837898313999176,0.6659942925907671,0.8268378376960754,0.04625049160883667,0.0005545814373696244,0.0005862580305177433,-3.897768019883614,3.897768019883614,40.0,120.0,80.0,50.0,80.0,365.0,240.0,0.0009701032963269483,0.031146481283235643,0.011963599777204794,1.5346467550809488,0.9987423299139201,0.257042851173739,0.011963599777204794,0.028757183045246517,40.0,80.0,20.0,-20.0,20.0,130.0,10.0,10.0,110.0,30.0,30.0,90.0,40.0,40.0,130.0,50.0,50.0,365.0,235.0,5.0,320,320000.0,0.4837898313999176,0.6659942925907671,0.18220446119084954,0.18220446119084954,0.3766190386094183,medium,-3.897768019883614
